id,name,cat,font,font2,yvideo,copy,notes,lyrics,lyrics2,title2,tags,list_lyrics,lyrics_verses_count,lyrics_lines_per_verse,list_lyrics2,lyrics2_verses_count,lyrics2_lines_per_verse
178440,Unarvin varam labhippaan,VV Malayalam 2021,Baloo Chettan,Baloo Chettan,https://www.youtube.com/watch?v=aSG-W7AqTc8,Wilson Chennanattil,,ഉണർവ്വിൻ വരം ലഭിപ്പാൻ<BR>ഞങ്ങൾ വരുന്നു തിരുസവിധേ<BR>നാഥാ... നിന്റെ വൻ കൃപകൾ<BR>ഞങ്ങൾക്കരുളൂ അനുഗ്രഹിക്കൂ<slide>1 ദേശമെല്ലാം ഉണർന്നിടുവാൻ<BR>യേശുവിനെ ഉയർത്തിടുവാൻ<BR>ആശിഷമാരി അയയ്ക്കേണമെ<BR>ഈ ശിഷ്യരാം നിൻ ദാസരിന്മേൽ;- ഉണ...<slide>2 തിരുവചനം ഘോഷിക്കുവാൻ<BR>തിരുനന്മകൾ സാക്ഷിക്കുവാൻ<BR>ഉണർവ്വിൻ ശക്തി അയയ്ക്കേണമെ<BR>ഈ ശിഷ്യരാം നിൻ ദാസരിന്മേൽ;- ഉണ...<slide>3 തിരുനാമം പാടിടുവാൻ<BR>തിരുവചനം ധ്യാനിക്കുവാൻ<BR>ശാശ്വത ശാന്തി അയയ്ക്കേണമെ<BR>ഈ ശിഷ്യരാം നിൻ ദാസരിന്മേൽ;- ഉണ...<slide>,unarvin varam labhippaan<BR>najangal varunnu thiru savithae<BR>nathha... ninte van krupakal<BR>njangkalkkarulu anugrahikku<slide>1 deshamellaam unarnniduvaan<BR>yeshuvine uyarthiduvaan<BR>aashishamaari ayayakkename<BR>ie shishyaraam nin daassarinmel;-<slide>2 thiru vachanam ghoshikkuvaan<BR>thiru nanmkal saakshikkuvaan<BR>unarvin shakthi ayayakkename<BR>ie shishyaraam nin daassarinmel;-<slide>3 thiru namam padeduvaan<BR>thiruvachanam dhyanikkuvaan<BR>shashvatha shanthi ayayakkename<BR>ie shishyaraam nin daassarinmel;-<slide>,ഉണർവ്വിൻ വരം ലഭിപ്പാൻ ഞങ്ങൾ വരുന്നു,REVIVAL,"['ഉണർവ്വിൻ വരം ലഭിപ്പാൻ<BR>ഞങ്ങൾ വരുന്നു തിരുസവിധേ<BR>നാഥാ... നിന്റെ വൻ കൃപകൾ<BR>ഞങ്ങൾക്കരുളൂ അനുഗ്രഹിക്കൂ', '1 ദേശമെല്ലാം ഉണർന്നിടുവാൻ<BR>യേശുവിനെ ഉയർത്തിടുവാൻ<BR>ആശിഷമാരി അയയ്ക്കേണമെ<BR>ഈ ശിഷ്യരാം നിൻ ദാസരിന്മേൽ;- ഉണ...', '2 തിരുവചനം ഘോഷിക്കുവാൻ<BR>തിരുനന്മകൾ സാക്ഷിക്കുവാൻ<BR>ഉണർവ്വിൻ ശക്തി അയയ്ക്കേണമെ<BR>ഈ ശിഷ്യരാം നിൻ ദാസരിന്മേൽ;- ഉണ...', '3 തിരുനാമം പാടിടുവാൻ<BR>തിരുവചനം ധ്യാനിക്കുവാൻ<BR>ശാശ്വത ശാന്തി അയയ്ക്കേണമെ<BR>ഈ ശിഷ്യരാം നിൻ ദാസരിന്മേൽ;- ഉണ...']",4,"[4, 4, 4, 4]","['unarvin varam labhippaan<BR>najangal varunnu thiru savithae<BR>nathha... ninte van krupakal<BR>njangkalkkarulu anugrahikku', '1 deshamellaam unarnniduvaan<BR>yeshuvine uyarthiduvaan<BR>aashishamaari ayayakkename<BR>ie shishyaraam nin daassarinmel;-', '2 thiru vachanam ghoshikkuvaan<BR>thiru nanmkal saakshikkuvaan<BR>unarvin shakthi ayayakkename<BR>ie shishyaraam nin daassarinmel;-', '3 thiru namam padeduvaan<BR>thiruvachanam dhyanikkuvaan<BR>shashvatha shanthi ayayakkename<BR>ie shishyaraam nin daassarinmel;-']",4,"[4, 4, 4, 4]"
